slide_id,state,district,slide_name,slide_no,nh_sh_location,latitude,longitude,coordinate_valid,material_involved,movement_type,history,history_date,date_available,source
6190,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/79,"Tlangnuam village  area on NH 
54.",23.714703,92.873933,True,Rock,Slide,,,False,GSI Bhusanket
6191,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/195,"West of Mission Veng,  Tlawng - 
Aizawl Rd",23.715278,92.697611,True,Debris,Slide,,,False,GSI Bhusanket
6192,Mizoram,Mamit,,MZ/MAM/84A10/2015/129,"North of Rulpuihlim, SH-Reiek- 
Mamit-Aizawl",23.7155,92.556028,True,Debris,Slide,,,False,GSI Bhusanket
6193,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/80,"Tlangnuam village  area on NH-
54",23.716025,92.854306,True,Rock,Slide,,,False,GSI Bhusanket
6194,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/203,"Mission Veng, Tlawng - Aizawl 
Rd",23.716111,92.712611,True,Rock,Slide,,,False,GSI Bhusanket
6195,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/81,"Zero point Lui quarry along 
Seling- Keifang road",23.716125,92.866156,True,Rock,Fall,,,False,GSI Bhusanket
6196,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/218,"Mualpui Bethel, Salem Veng - 
World Bank Rd",23.716278,92.727694,True,Debris,Slide,,,False,GSI Bhusanket
6197,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/205,"West of Mission Veng,  Tlawng - 
Aizawl Rd",23.716333,92.688639,True,Debris,Slide,,,False,GSI Bhusanket
6198,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/196,"West of Mission Veng,  Tlawng - 
Aizawl Rd",23.716556,92.699056,True,Debris,Slide,,,False,GSI Bhusanket
6199,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/209,"South of Lawipu, Aizawl - 
Tlawng Rd",23.717028,92.692389,True,Rock,Slide,,,False,GSI Bhusanket
6200,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/204,"Mission Veng, Tlawng - Aizawl 
Rd",23.717111,92.713972,True,Rock,Slide,,,False,GSI Bhusanket
6201,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/213,"Govt Complex, Aizawl, Govt 
Complex - Mizoram university 
Rd via Zonuam",23.717222,92.694833,True,Rock,Slide,,,False,GSI Bhusanket
6202,Mizoram,Mamit,,MZ/MAM/84A10/2015/124,"North of Rulpuihlim, SH-Reiek- 
Mamit-Aizawl",23.718194,92.556417,True,Debris,Slide,,,False,GSI Bhusanket
6203,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/88,"2.7 km SE of seling on SH Seling-
Champhai road.",23.719306,92.869058,True,Rock,Fall,,,False,GSI Bhusanket
6205,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/202,"Near Police Post Forest, Tlawng - 
Aizawl Rd",23.719389,92.675083,True,Debris,Slide,,,False,GSI Bhusanket
6206,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/200,"Northwest of Mission, 500m 
from Police Post Forest, Tlawng - 
Aizawl Rd",23.719472,92.676444,True,Debris,Slide,,,False,GSI Bhusanket
6207,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/201,"Near Police Post Forest, Tlawng - 
Aizawl Rd",23.7195,92.675528,True,Debris,Slide,,,False,GSI Bhusanket
6208,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/86,"Seling dumping site on SH Seling-
Champhai road",23.719694,92.868053,True,Debris,Slide,,,False,GSI Bhusanket
6209,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/210,"Maubawk, Aizawl - Tlawng Rd",23.719972,92.697694,True,Rock,Slide,,,False,GSI Bhusanket
6210,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/211,"Maubawk, Aizawl - Tlawng Rd",23.720417,92.695667,True,Rock,Slide,,,False,GSI Bhusanket
6211,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/212,"Maubawk, (abandoned water 
tank) Aizawl - Tlawng Rd",23.720611,92.692722,True,Rock,Slide,,,False,GSI Bhusanket
6212,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/97,"5.3 km south of Dilkhan village, 
Saitual - Dilkhan Rd",23.720833,92.978,True,Debris,Slide,,,False,GSI Bhusanket
6213,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/199,"Southwest of Lawipu, 500m 
from Power House, Lawipu - 
Tlawng Rd",23.721167,92.675056,True,Debris,Slide,,,False,GSI Bhusanket
6214,Mizoram,Aizawl,Khatla Sinking/Subsidence,MZ/AZL/83A10/2017/01,"Khatla locality, along M. G. 
Road, Aizawl",23.722,92.721222,True,Earth,Subsidence,"6 December 2016, 14th & 15th January 
2017",,False,GSI Bhusanket
6215,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/197,"Southwest of Lawipu, Power 
House, Lawipu - Tlawng Rd",23.722111,92.681472,True,Debris,Slide,,,False,GSI Bhusanket
6216,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/198,"Southwest of Lawipu, Near 
Power House, Lawipu - Tlawng 
Rd",23.722222,92.682278,True,Debris,Slide,,,False,GSI Bhusanket
6217,Mizoram,Mamit,,MZ/MAM/84A10/2015/130,"North of Rulpuihlim, SH-Reiek- 
Mamit-Aizawl",23.726694,92.557778,True,Debris,Slide,,,False,GSI Bhusanket
6218,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/82,Seling village on NH 54,23.727472,92.85265,True,Rock,Fall,,,False,GSI Bhusanket
6219,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/215,"500m SW of New Secreteriat, 
Aizawl (Near GSI Site)",23.727639,92.703083,True,Rock,Slide,,,False,GSI Bhusanket
6220,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/74,,23.727694,92.736,True,Debris,Slide,,,False,GSI Bhusanket
6221,Mizoram,Mamit,,MZ/MAM/84A10/2015/123,"North of Rulpuihlim, SH-Reiek- 
Mamit-Aizawl",23.728778,92.557833,True,Rock,Slide,,,False,GSI Bhusanket
6222,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/75,"Zemabawk, near Ripans 
complex road on NH 54 Aizawl-
Seling road",23.730867,92.755639,True,Rock,Slide,,,False,GSI Bhusanket
6223,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/66,"Paibawk Turial section along 
NH54",23.732867,92.825842,True,Debris,Slide,,,False,GSI Bhusanket
6224,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/76,"East of Zemabawk, near MRF 
showroom on NH 54 Aizawl-
Seling road",23.732894,92.753033,True,Debris,Slide,,,False,GSI Bhusanket
6225,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/117,Mizoram university-Aizawl road,23.733083,92.675611,True,Debris,Slide,,,False,GSI Bhusanket
6226,Mizoram,Mamit,,MZ/MAM/84A10/2015/125,"North of Rulpuihlim, SH-Reiek- 
Mamit-Aizawl",23.733222,92.557833,True,Debris,Slide,,,False,GSI Bhusanket
6227,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/189,"East of Mizoram university, 
Mizoram Univ. - Aizawl",23.7335,92.674472,True,Rock,Slide,,,False,GSI Bhusanket
6228,Mizoram,Aizawl,Zemabawk,MZ/AIZ/84A10/2014/05,Zemabawk,23.73436,92.75194,True,Rock,Slide,2012,,False,GSI Bhusanket
6229,Mizoram,Champhai,,MZ/CHA/84E02/2017/10,5.5 km of saichal,23.734427,93.08625,True,Rock,Slide,,,False,GSI Bhusanket
6230,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/208,"Zonuam Veng, on Mizoram 
University - Aizawl Rd",23.735,92.695111,True,Rock,Slide,,,False,GSI Bhusanket
6231,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/207,"Zonuam Veng, on Mizoram 
University - Aizawl Rd",23.735028,92.696028,True,Rock,Slide,,,False,GSI Bhusanket
6232,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/77,"About 1km along bamboo link 
road, on the foot slope of 
Sherbawk tlang",23.735086,92.829525,True,Rock,Slide,,,False,GSI Bhusanket
6233,Mizoram,Mamit,,MZ/MAM/84A10/2015/126,"North of Rulpuihlim, SH-Reiek- 
Mamit-Aizawl",23.735833,92.558056,True,Debris,Slide,,,False,GSI Bhusanket
6234,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/70,"Airfield veng, Junction of Airfield-
Aizawl road",23.736217,92.796936,True,Debris,Subsidence,,,False,GSI Bhusanket
6235,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/214,"Govt Complex, Aizawl, Govt 
Complex - Mizoram university 
Rd via Zonuam",23.736778,92.694528,True,Rock,Slide,,,False,GSI Bhusanket
6236,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/224,"Rangvamul, Near Mining Check 
Post, NH-54 Aizawl - 
Lengpui(Airport) - Silchar",23.737083,92.703889,True,Rock,Slide,,,False,GSI Bhusanket
6237,Mizoram,Mamit,,MZ/MAM/84A10/2015/127,"North of Rulpuihlim, SH-Reiek- 
Mamit-Aizawl",23.737167,92.557167,True,Rock,Slide,,,False,GSI Bhusanket
6238,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/217,"Thuampi Vengthar, Thuampui 
Vengthar - Chite Lui Rd",23.739306,92.743111,True,Debris,Slide,,,False,GSI Bhusanket
6239,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/206,"Zonuam Veng, on Mizoram 
University - Aizawl Rd",23.739417,92.699917,True,Rock,Slide,,,False,GSI Bhusanket
6240,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/220,"Hunthar, NH-54 Aizawl - 
Lengpui(Airport) - Silchar",23.740028,92.709861,True,Rock,Slide,,,False,GSI Bhusanket
6241,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/99,"SE of Dilkhan Village, Saitual-
Dilkhan-Phullen Rd",23.740306,92.965389,True,Debris,Slide,,,False,GSI Bhusanket
6242,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/90,"Airfield Veng, Near Bamboo link 
road, NH-54 Aizawl-Seling",23.740417,92.795083,True,Rock,Slide,,,False,GSI Bhusanket
6243,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/216,"Thuampui, Kendriya Vidhyalaya 
Pushpak Aizawl",23.741389,92.739528,True,Debris,Slide,,,False,GSI Bhusanket
6244,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/225,"Ramhlun Sports Complex and 
Ramhlun Vengthar areas, Near 
Presbyterian Church",23.741806,92.72525,True,Debris,Subsidence,,,False,GSI Bhusanket
6245,Mizoram,Champhai,,MZ/CHA/84E06/2017/20,12 km N of Hnahlan,23.741851,93.377004,True,Debris,Slide,,,False,GSI Bhusanket
6246,Mizoram,Champhai,,MZ/CHA/84E06/2017/6,13km N of Hnahlan,23.742696,93.378058,True,Debris,Slide,,,False,GSI Bhusanket
6247,Mizoram,Champhai,,MZ/CHA/84E02/2017/21,4km w of Hliappui,23.742754,93.094558,True,Rock,Slide,,,False,GSI Bhusanket
6248,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/226,Ramhlun Vengthar,23.742861,92.725389,True,Rock,Slide,,,False,GSI Bhusanket
6249,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/184,"Tanhril near the Spring, Tanhril - 
Aizawl",23.743694,92.679028,True,Rock,Slide,,,False,GSI Bhusanket
6250,Mizoram,Aizawl,Laiputlang,MZ/AIZ/84A10/2014/01,Laiputlang,23.74372,92.72417,True,Rock cum Debris,Slide,,,False,GSI Bhusanket
6251,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/185,"Northeast of  Luangmual, 
Mizoram Univ. - Aizawl via NH 
44A",23.744028,92.698861,True,Rock,Slide,,,False,GSI Bhusanket
6252,Mizoram,Aizawl,Ramhlun Vengther slide,MIZO/AIZ/84A10/2007/E-4,,23.744167,92.730472,True,Rock,Slide,2 September and 8 September 2007,,False,GSI Bhusanket
6253,Mizoram,Aizawl,,MZ/AIZ/84A14/2015/98,"4 km south of Dilkhan village, 
Saitual-Dilkhan Rd",23.74425,92.968472,True,Debris,Slide,,,False,GSI Bhusanket
6254,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/227,"Laiputlang Landslide, Laiputlang",23.744303,92.720114,True,Rock,Slide,,,False,GSI Bhusanket
6255,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/221,"Rangvamul, NH-54 Aizawl - 
Lengpui(Airport) - Silchar",23.744972,92.702889,True,Rock,Slide,,,False,GSI Bhusanket
6256,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/187,"Luangmual, Mizoram Univ. - 
Aizawl via NH 44A",23.745083,92.6955,True,Debris,Slide,,,False,GSI Bhusanket
6257,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/188,"Luangmual Near Power Station, 
Mizoram Univ. - Aizawl",23.745444,92.749556,True,Rock,Slide,,,False,GSI Bhusanket
6258,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/186,"Luangmual, Mizoram Univ. - 
Aizawl via NH 44A",23.745639,92.694361,True,Rock,Slide,,,False,GSI Bhusanket
6259,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/222,"Rangvamul, NH-54 Aizawl - 
Lengpui(Airport) - Silchar",23.746722,92.695972,True,Debris,Slide,,,False,GSI Bhusanket
6260,Mizoram,Champhai,,MZ/CHA/84E06/2017/22,14km N of Hnahlan,23.746832,93.377656,True,Rock,Slide,,,False,GSI Bhusanket
6261,Mizoram,Champhai,,MZ/CHA/84E06/2017/12,15kmN of Hnahlan,23.747111,93.378258,True,Debris,Slide,,,False,GSI Bhusanket
6262,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/223,"Rangvamul, NH-54 Aizawl - 
Lengpui(Airport) - Silchar",23.747444,92.696194,True,Rock,Slide,,,False,GSI Bhusanket
6263,Mizoram,Champhai,,MZ/CHA/84E06/2017/29,11 km N of Hnahlan,23.747943,93.374597,True,Debris,Slide,,,False,GSI Bhusanket
6264,Mizoram,Aizawl,,MZ/AIZ/84A10/2015/116,"Rangvamul Landslide, 
Rangvamul, NH-54 Aizawl - 
Lengpui(Airport) - Silchar",23.749722,92.693781,True,Rock,Slide,,,False,GSI Bhusanket
6265,Mizoram,Champhai,,MZ/CHA/84E02/2017/0121,Towards Saichal from hliappui,23.749805,93.099227,True,Rock,Slide,,,False,GSI Bhusanket
6266,Mizoram,Champhai,,MZ/CHA/84E01/2017/7,HliappuiChangzawl section,23.750139,93.098167,True,Rock,Slide,,,False,GSI Bhusanket
6267,Mizoram,Aizawl,Rangamval Landslide,MIZ/AIZ/84A09/2016/76,Rangamval,23.750454,92.69524,True,Rock,Slide,2014,,False,GSI Bhusanket
6268,Mizoram,Aizawl,,MIZ/AIZ/84A09/2016/80,Phungchawng section,23.750676,92.679635,True,Debris,Slide,2016,,False,GSI Bhusanket
6269,Mizoram,Aizawl,Zuangtui slide,MIZO/AIZ/84A10/2007/E-2,,23.750722,92.744,True,Debris,Slide,08 Septemebr 2007,,False,GSI Bhusanket
6270,Mizoram,Mamit,,MIZ/MAM/84A09/2016/127,,23.751155,92.571589,True,Debris,Slide,2016,,False,GSI Bhusanket
6271,Mizoram,Lunglei,Lunglawn landslide,MIZ/LU/84B/13/2018/001,"LunglawnVeng, SE of Lunglei 
town.",23.751528,91.604533,True,Debris,Slide,4 June 2018 at 18:30 hrs.,,False,GSI Bhusanket
6272,Mizoram,Aizawl,Bawng Venglai slide,MIZO/AIZ/84A10/2007/E-3,,23.751694,92.731528,True,Debris,Slide,8 September 2007,2007-09-08,True,GSI Bhusanket
6273,Mizoram,Champhai,,MZ/CHA/84E05/2017/5,HnahlanVaikhawtlang section,23.753222,93.377281,True,Rock,Slide,,,False,GSI Bhusanket
6274,Mizoram,Aizawl,,MIZ/AIZ/84A09/2016/79,Rangamval section,23.753417,92.687556,True,Rock,Slide,2016,,False,GSI Bhusanket
6275,Mizoram,Aizawl,,MIZ/AIZ/84A09/2016/78,"Gate for Mizoram Truck 
Owners' Association, 57 km 
Khawnpui milestone",23.754359,92.690207,True,Debris,Slide,2016,,False,GSI Bhusanket
6276,Mizoram,Aizawl,,MIZ/AIZ/84A09/2016/61,Aizawl-Sairang road,23.754475,92.722754,True,Debris,Slide,2016,,False,GSI Bhusanket
6277,Mizoram,Aizawl,,MIZ/AIZ/84A09/2016/77,"Gate for Mizoram Truck 
Owners' Association, 57 km 
Khawnpui milestone",23.754493,92.690145,True,Rock,Slide,2016,,False,GSI Bhusanket
6278,Mizoram,Mamit,,MIZ/MAM/84A09/2016/128,,23.757805,92.561473,True,Debris,Slide,2016,,False,GSI Bhusanket
6279,Mizoram,Aizawl,,MIZ/AIZ/84A13/2016/46,~700 m N of Sesawng,23.760222,92.848167,True,Rock,Fall,,,False,GSI Bhusanket
6280,Mizoram,Mamit,,MIZ/MAM/84A09/2016/124,,23.761734,92.573908,True,Debris,Slide,2016,,False,GSI Bhusanket
6281,Mizoram,Aizawl,,MIZ/AIZ/84A13/2016/48,"Muanna Veng/ Ramlun 
Thlangmual",23.762482,92.742799,True,Rock,Slide,,,False,GSI Bhusanket
6282,Mizoram,Mamit,,MIZ/AIZ/84A10/2016/102,"Rawpuichhip-Mamit road, NH 
44A",23.767139,92.533889,True,Rock,Slide,2016,,False,GSI Bhusanket
6284,Mizoram,Mamit,,MIZ/AIZ/84A09/2016/100,"Rawpuichhip-Mamit road, NH 
44A",23.76821,92.539681,True,Debris,Slide,2016,,False,GSI Bhusanket
6285,Mizoram,Aizawl,,MIZ/AIZ/84A09/2016/133,Hunther area,23.771587,92.732129,True,Debris,Slide,,,False,GSI Bhusanket
6286,Mizoram,Aizawl,,MZ/AIZ/84E01/2017/75,ThanglailungSaitual section,23.777472,93.009163,True,Rock,Slide,,,False,GSI Bhusanket
6287,Mizoram,Champhai,,MZ/CHA/84E01/2017/14,NE of Hliappui,23.777555,93.112473,True,Debris,Slide,,,False,GSI Bhusanket
6288,Mizoram,Aizawl,,MZ/AIZ/84E01/2017/55,14 lm from Dilkhan,23.777805,93.00489,True,Debris,Slide,,,False,GSI Bhusanket
6289,Mizoram,Aizawl,,MZ/AIZ/84E01/2017/94,ThanglailungSaitual section,23.779444,93.023918,True,Debris,Slide,,,False,GSI Bhusanket
6290,Mizoram,Aizawl,,MIZ/AIZ/84A13/2016/45,~ 10 m from prev location,23.78,92.84,True,Debris,Slide,2016,,False,GSI Bhusanket
6291,Mizoram,Mamit,Serhmun-Bungmun section slide 1,MZ/MAM/84A05/2020/9,"Serhmun-Bungmun-
Kawrtethaeveng  road section",23.78,92.36,True,Rock,Slide,2019,,False,GSI Bhusanket
6292,Mizoram,Champhai,,MZ/CHA/84E01/2017/45,7.7 km SE of Pawlrang,23.780138,93.152916,True,Rock,Slide,,,False,GSI Bhusanket
6293,Mizoram,Mamit,,MIZ/MAM/84A09/2016/126,,23.780864,92.577909,True,Debris,Slide,2016,,False,GSI Bhusanket
6294,Mizoram,Champhai,,MZ/CHA/84E01/2017/18,7.4 km SE of Pawlrang,23.782249,93.148865,True,Debris,Slide,,,False,GSI Bhusanket
6295,Mizoram,Champhai,,MZ/CHA/84E01/2017/5,5.6 km NE of Hliappui,23.782249,93.116165,True,Debris,Slide,,,False,GSI Bhusanket
6296,Mizoram,Mamit,,MIZ/AIZ/84A09/2016/99,"Rawpuichhip-Mamit road, NH 
44A, ~20 m from previous 
location",23.783846,92.553747,True,Debris,Slide,2016,,False,GSI Bhusanket
6297,Mizoram,Mamit,,MIZ/AIZ/84A09/2016/98,"Rawpuichhip-Mamit road, NH 
44A",23.783956,92.553695,True,Rock,Fall,2016,,False,GSI Bhusanket
6298,Mizoram,Aizawl,,MIZ/AIZ/84A13/2016/44,"~5.5  km N of Sesawng on NH 
150",23.784222,92.841972,True,Earth,Flow,2016,,False,GSI Bhusanket
6299,Mizoram,Mamit,,MIZ/AIZ/84A09/2016/93,~1.5 km towards Lengte,23.784278,92.597111,True,Debris,Slide,2016,,False,GSI Bhusanket
6300,Mizoram,Aizawl,,MZ/AIZ/84E01/2017/53,ThanglailungSaitual section,23.785444,93.024612,True,Soil,Slide,,,False,GSI Bhusanket
6301,Mizoram,Champhai,,MZ/CHA/84E01/2017/30,8.5 km SE of Pawlrang,23.785944,93.154137,True,Rock,Slide,,,False,GSI Bhusanket
6302,Mizoram,Aizawl,,MIZ/AIZ/84A09/2016/131,Hunther area,23.787414,92.725278,True,Debris,Slide,,,False,GSI Bhusanket
6303,Mizoram,Champhai,,MZ/CHA/84E05/2017/26,"KhuangphahVaikhawtlang 
section",23.78775,93.386887,True,Debris,Slide,,,False,GSI Bhusanket
6304,Mizoram,Aizawl,,MIZ/AIZ/84A09/2016/135,Hunther area,23.788032,92.729443,True,Debris,Slide,,,False,GSI Bhusanket
6305,Mizoram,Aizawl,,MZ/AIZ/84E01/2017/112,~16 km from Thanglailung,23.7885,93.024666,True,Rock,Slide,,,False,GSI Bhusanket
6306,Mizoram,Champhai,,MZ/CHA/84E05/2017/16,"KhuangphahVaikhawtlang 
section",23.788666,93.386139,True,Debris,Slide,,,False,GSI Bhusanket
6307,Mizoram,Aizawl,,MIZ/AIZ/84A13/2016/42,"~1.5 km from Mualman on NH 
150",23.788722,92.837833,True,Debris,Slide,2016,,False,GSI Bhusanket
6309,Mizoram,Aizawl,,MZ/AIZ/84E01/2017/104,"13 km from Thanglailung along 
PhullenSaitual section",23.789749,93.035667,True,Rock,Slide,,,False,GSI Bhusanket
6310,Mizoram,Mamit,Bunghmun slide,MZ/MAM/84A05/2020/11,"Serhmun-Bungmun-
Kawrtethaeveng  road section 
(near Bunghmun village)",23.79,92.36,True,Rock,Slide,2019,,False,GSI Bhusanket
6311,Mizoram,Aizawl,,MIZ/AIZ/84A09/2016/81,Phungchawng section,23.790132,92.672097,True,Rock,Slide,2016,,False,GSI Bhusanket
6312,Mizoram,Champhai,,MZ/CHA/84E05/2017/30,"KhuangphahVaikhawtlang 
section",23.790138,93.394447,True,Debris,Slide,,,False,GSI Bhusanket
6313,Mizoram,Champhai,,MZ/CHA/84E05/2017/29,"KhuangphahVaikhawtlang 
section",23.79125,93.384583,True,Debris,Slide,,,False,GSI Bhusanket
6314,Mizoram,Champhai,,MZ/CHA/84E01/2017/15,NgopaPawlrang section,23.791277,93.156387,True,Debris,Slide,,,False,GSI Bhusanket
6315,Mizoram,Aizawl,,MIZ/AIZ/84A09/2016/132,Hunther area,23.791511,92.730515,True,Debris,Slide,,,False,GSI Bhusanket
6316,Mizoram,Aizawl,,MZ/AIZ/84E01/2017/51,Near Thanglailung,23.792555,93.029892,True,Rock,Slide,,,False,GSI Bhusanket
6317,Mizoram,Champhai,,MZ/CHA/84E01/2017/27,PawlrangHliappui section,23.792749,93.116943,True,Debris,Slide,,,False,GSI Bhusanket
6318,Mizoram,Champhai,,MZ/CHA/84E05/2017/27,"KhuangphahVaikhawtlang 
section",23.793417,93.387474,True,Debris,Slide,2017,,False,GSI Bhusanket
6319,Mizoram,Aizawl,,MZ/AIZ/84E01/2017/84,ThanglailungSaitual section,23.794195,93.025055,True,Debris,Slide,,,False,GSI Bhusanket
6320,Mizoram,Aizawl,,MZ/AIZ/84E01/2017/74,PhullenSaitual section,23.795444,93.04039,True,Rock,Slide,,,False,GSI Bhusanket
6321,Mizoram,Champhai,,MZ/CHA/84E05/2017/25,"KhuangphahVaikhawtlang 
section",23.795778,93.38797,True,Debris,Slide,,,False,GSI Bhusanket
6322,Mizoram,Mamit,,MIZ/MAM/84A09/2016/130,,23.796268,92.54654,True,Debris,Slide,2016,,False,GSI Bhusanket
6323,Mizoram,Aizawl,,MZ/AIZ/84E01/2017/101,"9.5 km from Thanglailung along 
PhullenSaitual section",23.797361,93.040916,True,Debris,Slide,,,False,GSI Bhusanket
6324,Mizoram,Champhai,,MZ/CHA/84E01/2017/12,NgopaPawlrang section,23.798611,93.16378,True,Debris,Slide,,,False,GSI Bhusanket
6325,Mizoram,Aizawl,,MIZ/AIZ/84A09/2016/90,"Simhui, Airport road",23.798861,92.642417,True,Earth,Slide,2016,,False,GSI Bhusanket
6326,Mizoram,Champhai,,MZ/CHA/84E01/2017/37,6 km SE of Pawlrang,23.799166,93.132919,True,Debris,Slide,2017,,False,GSI Bhusanket
6327,Mizoram,Mamit,Dapchuah-Dampui slide 1,MZ/MAM/84A05/2020/4,Dapchuah-Dampui road section,23.8,92.5,True,Rock,Slide,2019,,False,GSI Bhusanket
6328,Mizoram,Champhai,,MZ/CHA/84E01/2017/32,"17 km S of Ngopa, 
NgopaPawlrang section",23.800556,93.15889,True,Debris,Slide,2017,,False,GSI Bhusanket
6329,Mizoram,Champhai,,MZ/CHA/84E01/2017/1,NgopaPawlrang section,23.801001,93.166359,True,Debris,Slide,,,False,GSI Bhusanket
6330,Mizoram,Champhai,,MZ/CHA/84E01/2017/28,NgopaPawlrang section,23.801054,93.168762,True,Rock,Slide,,,False,GSI Bhusanket
6331,Mizoram,Champhai,,MZ/CHA/84E01/2017/8,NgopaPawlrang section,23.801399,93.168648,True,Rock,Slide,,,False,GSI Bhusanket
6332,Mizoram,Aizawl,,MIZ/AIZ/84A13/2016/135,,23.801624,92.960437,True,Rock,Slide,2016,,False,GSI Bhusanket
6333,Mizoram,Mamit,,MIZ/MAM/84A09/2016/129,,23.802567,92.564045,True,Debris,Slide,2016,,False,GSI Bhusanket
6334,Mizoram,Champhai,,MZ/CHA/84E01/2017/31,"17.2 km S of Ngopa, 
NgopaPawlrang section",23.803055,93.160164,True,Debris,Slide,2017,,False,GSI Bhusanket
6335,Mizoram,Champhai,,MZ/CHA/84E01/2017/25,NgopaPawlrang section,23.803085,93.159225,True,Debris,Slide,,,False,GSI Bhusanket
6336,Mizoram,Champhai,,MZ/CHA/84E01/2017/26,NgopaPawlrang section,23.803364,93.159164,True,Rock,Slide,,,False,GSI Bhusanket
6337,Mizoram,Aizawl,,MZ/AIZ/84E01/2017/52,16 km from Phullen,23.804193,93.035248,True,Rock,Slide,,,False,GSI Bhusanket
6338,Mizoram,Mamit,,MIZ/AIZ/84A09/2016/97,Lengpui-Mamit road on NH 44A 23.805313,,92.592663,False,Rock,Slide,2016,,False,GSI Bhusanket
6339,Mizoram,Aizawl,,MZ/AIZ/84E01/2017/105,11.5 km from Phullen,23.805779,93.027115,True,Rock,Slide,,,False,GSI Bhusanket
6340,Mizoram,Aizawl,,MZ/AIZ/84E01/2017/64,Near Thanglailung,23.808111,93.041779,True,Rock,Slide,2016,,False,GSI Bhusanket
6341,Mizoram,Mamit,,MIZ/AIZ/84A09/2016/95,Lengpui-Mamit road on NH 44A 23.808528,,92.595222,False,Debris,Slide,2016,,False,GSI Bhusanket
6342,Mizoram,Mamit,Dapchuah-Dampui slide 2,MZ/MAM/84A05/2020/5,Dapchuah-Dampui road section,23.81,92.5,True,Rock,Slide,2019,,False,GSI Bhusanket
6343,Mizoram,Aizawl,,MIZ/AIZ/84A13/2016/41,"~9.5 km N of Sesawng on NH 
150",23.810083,92.833861,True,Debris,Slide,2015,,False,GSI Bhusanket
6344,Mizoram,Champhai,,MZ/CHA/84E05/2017/1,KawlbemVaikhawtlang section,23.810806,93.379028,True,Debris,Slide,2017,,False,GSI Bhusanket
6345,Mizoram,Aizawl,,MIZ/AIZ/84A13/2016/134,Buhban village,23.811722,92.959917,True,Debris,Slide,2016,,False,GSI Bhusanket
6346,Mizoram,Mamit,,MIZ/MAM/84A09/2016/123,,23.811938,92.570804,True,Debris,Slide,2016,,False,GSI Bhusanket
6347,Mizoram,Aizawl,,MIZ/AIZ/84A13/2016/133,NE periphery of Buhban village,23.812139,92.954167,True,Rock,Slide,2016,,False,GSI Bhusanket
